event_date,stock_code,corp_name,event_type,report_nm,prediction_direction,prediction_result,market_adjusted_result,market_group,market_source_type,market_proxy_name,next_close_return,market_next_close_return,market_adjusted_next_close_return,market_adjusted_score_adjustment,market_adjusted_adjustment_label,market_adjusted_adjustment_reason
1970-01-01,050090,비케이홀딩스,paid_in_capital_increase,주요사항보고서(유상증자결정),negative,failure,market_data_missing,KOSPI,,,0.1199,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 11.99%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,050090,비케이홀딩스,paid_in_capital_increase,주요사항보고서(유상증자결정),negative,failure,market_data_missing,KOSPI,,,0.1199,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 11.99%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,050090,비케이홀딩스,paid_in_capital_increase,주요사항보고서(유상증자결정),negative,failure,market_data_missing,KOSPI,,,0.1199,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 11.99%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,050090,비케이홀딩스,paid_in_capital_increase,주요사항보고서(유상증자결정),negative,failure,market_data_missing,KOSPI,,,0.1199,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was 11.99%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,179530,애드바이오텍,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),negative,success,market_data_missing,KOSDAQ,,,-0.0398,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was -3.98%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,179530,애드바이오텍,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),negative,success,market_data_missing,KOSDAQ,,,-0.0398,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was -3.98%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,179530,애드바이오텍,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),negative,success,market_data_missing,KOSDAQ,,,-0.0398,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was -3.98%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,179530,애드바이오텍,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),negative,success,market_data_missing,KOSDAQ,,,-0.0398,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was -3.98%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,179530,애드바이오텍,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),negative,success,market_data_missing,KOSDAQ,,,-0.0398,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was -3.98%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
1970-01-01,179530,애드바이오텍,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),negative,success,market_data_missing,KOSDAQ,,,-0.0398,,,0,neutral_adjustment,"Market-adjusted result is `market_data_missing`. Stock return was -3.98%, market return was N/A, and market-adjusted return was N/A. Score adjustment is 0. No score change is applied because market data is missing."
