stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,v3_momentum_quality_score,v3_volume_quality_score,v3_liquidity_quality_score,v3_stability_score,v3_overextension_penalty,v3_reversal_penalty,v3_noise_penalty,v3_final_score,final_price_signal_score_v3,experimental_score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason,v3_rank,v3_selected_pick,v3_selection_reason
419540,2026-08-18,2026-08-18,2026-08-18,2026-08-18,BUY_CANDIDATE,positive,75.56,75.56,75.56,119.43,119.43,0,79.0,3.0,3,5.2,4.24,0.0,0.0,0.0,0,0,75.56,v2_conservative_ranker,53.0,-1.25,4,3.5,14.53,8.59,0.0,36.13,36.13,v3_stability_ranker,strong_price_momentum,3585.0,0.0701,0.1381,0.1773,3292.0,2937.25,2.8477,0.0433,pykrx,,,,,,,,,data/raw/price_419540_20260420_20260818.csv,1,True,Top 20 by conservative v2 price signal score,225,False,Broad evaluation pool candidate
000950,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,73.37,73.37,73.37,97.83,97.83,0,75.0,0.65,3,4.28,0.0,0.0,4.0,0.0,0,3,73.37,v2_conservative_ranker,57.0,8.0,6,4.64,2.77,0.0,6.1,66.78,66.78,v3_stability_ranker,strong_price_momentum,33400.0,0.047,0.0862,0.208,32050.0,29080.0,1.1304,0.0357,unknown,전방,전방,major_shareholder_change,,,4,2,1,data/raw/price_000950_20260719_20260818.csv,2,True,Top 20 by conservative v2 price signal score,32,False,Broad evaluation pool candidate
206400,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,71.44,71.44,71.44,101.79,101.79,0,75.0,0.0,2,4.55,1.01,0.0,0.0,0.0,0,0,71.44,v2_conservative_ranker,53.0,2.0,6,8.31,6.43,0.0,0.0,62.88,62.88,v3_stability_ranker,strong_price_momentum,990.0,0.0377,0.1458,0.18,915.8,848.45,0.9994,0.0379,pykrx,,,,,,,,,data/raw/price_206400_20260420_20260818.csv,3,True,Top 20 by conservative v2 price signal score,50,False,Broad evaluation pool candidate
351320,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,69.06,69.06,69.06,90.06,90.06,0,66.46,6.08,3,6.48,0.0,0.0,0.0,0.0,0,0,69.06,v2_conservative_ranker,53.0,5.0,4,4.9,0.07,1.98,0.0,64.85,64.85,v3_stability_ranker,price_momentum,1021.0,-0.1091,0.1207,0.0418,1063.4,970.0,2.2164,0.054,pykrx,,,,,,,,,data/raw/price_351320_20260420_20260818.csv,4,True,Top 20 by conservative v2 price signal score,41,False,Broad evaluation pool candidate
064800,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,68.17,68.17,68.17,100.24,100.24,0,68.65,3.0,3,3.91,0.74,1.83,0.0,0.0,0,0,68.17,v2_conservative_ranker,53.0,-2.6,4,5.11,7.37,11.85,0.0,40.28,40.28,v3_stability_ranker,price_momentum,2330.0,0.0762,0.1229,0.1043,2171.0,2041.9,3.33,0.0326,pykrx,,,,,,,,,data/raw/price_064800_20260420_20260818.csv,5,True,Top 20 by conservative v2 price signal score,207,False,Broad evaluation pool candidate
089140,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,68.12,68.12,68.12,97.97,97.97,0,69.9,0.0,3,4.78,0.0,0.0,0.0,0.0,0,0,68.12,v2_conservative_ranker,57.0,-3.15,4,11.03,0.0,6.25,0.0,62.64,62.64,v3_stability_ranker,price_momentum,2480.0,0.0269,0.069,0.181,2418.0,2265.25,3.5236,0.0398,pykrx,,,,,,,,,data/raw/price_089140_20260420_20260818.csv,6,True,Top 20 by conservative v2 price signal score,51,False,Broad evaluation pool candidate
241840,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,67.73,67.73,67.73,84.37,84.37,0,60.32,5.82,3,1.42,0.0,0.0,0.0,0.0,0,0,67.73,v2_conservative_ranker,49.0,5.0,6,15.23,0.0,0.0,0.0,75.23,75.23,v3_stability_ranker,price_momentum,2360.0,-0.0063,0.0043,0.0826,2371.0,2305.25,2.1645,0.0118,pykrx,,,,,,,,,data/raw/price_241840_20260420_20260818.csv,7,True,Top 20 by conservative v2 price signal score,11,True,Experimental Top 20 by stability-first v3 score
363280,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,67.3,67.3,67.3,90.67,87.67,3,68.42,-2.0,2,2.12,0.0,0.0,0.0,0.0,0,1,67.3,v2_conservative_ranker,57.0,-3.0,1,14.34,0.0,0.0,0.0,69.34,69.34,v3_stability_ranker,strong_price_momentum,1922.0,-0.0016,0.024,0.1434,1918.6,1819.9,0.6444,0.0177,unknown,티와이홀딩스,티와이홀딩스,supply_contract,,,,,,data/raw/price_363280_20260719_20260818.csv,8,True,Top 20 by conservative v2 price signal score,24,False,Broad evaluation pool candidate
040910,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,66.56,66.56,66.56,94.32,94.32,0,73.97,0.0,2,3.41,0.0,0.0,6.0,0.0,0,0,66.56,v2_conservative_ranker,57.0,2.0,6,9.74,0.0,0.0,13.5,61.24,61.24,v3_stability_ranker,strong_price_momentum,4620.0,0.0011,0.0744,0.1579,4543.0,4179.5,0.9701,0.0284,pykrx,,,,,,9,3,3,data/raw/price_040910_20260420_20260818.csv,9,True,Top 20 by conservative v2 price signal score,58,False,Broad evaluation pool candidate
348340,2026-08-18,2026-08-18,2026-08-18,2026-08-18,WATCHLIST,neutral_positive,64.78,64.78,64.78,81.25,81.25,0,64.62,4.0,3,8.64,0.0,1.2,0.0,0.0,0,3,64.78,v2_conservative_ranker,57.0,8.0,6,2.2,0.0,4.32,0.0,68.88,68.88,v3_stability_ranker,price_momentum,21300.0,-0.0975,0.029,0.135,21520.0,19506.45,1.7997,0.072,pykrx,,,,,,,,,data/raw/price_348340_20260420_20260818.csv,10,True,Top 20 by conservative v2 price signal score,25,False,Broad evaluation pool candidate
