collected_at,source,rank,title,url,top_global_theme,top_global_theme_score,us_market_attention_score,macro_risk_score,korea_relevance_score,body_length
2026-07-27 23:24:41,Sherwood Snacks,1,🟢 Peptides get the green light,https://sherwood.news/snacks/newsletters/peptides-get-the-green-light/,ai_semiconductor,13,2,0,28,5303
2026-07-27 23:24:41,Sherwood Snacks,2,🛬 Crude airline earnings,https://sherwood.news/snacks/newsletters/crude-airline-earnings/,ai_semiconductor,25,4,5,37,4772
2026-07-27 23:24:41,Sherwood Snacks,3,✈️ Bidding in plane sight,https://sherwood.news/snacks/newsletters/bidding-in-plane-sight/,ai_semiconductor,24,3,0,36,4901
