stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
024720,2026-07-07,8850.0,0.0279,0.1419,0.0727,8510.0,8064.0,1.8376,0.0326,5,strong_price_momentum,unknown,data/raw/price_024720_20260607_20260707.csv
368970,2026-07-07,2485.0,-0.006,0.301,0.3086,2210.2,2005.3,0.371,0.0878,4,strong_price_momentum,pykrx,data/raw/price_368970_20260309_20260707.csv
010960,2026-07-07,4190.0,-0.0323,0.2853,0.3693,4183.0,3488.25,3.6331,0.091,3,price_momentum,unknown,data/raw/price_010960_20260607_20260707.csv
091590,2026-07-07,9410.0,-0.1131,0.2699,1.8006,9902.0,6171.0,1.6403,0.1586,3,price_momentum,unknown,data/raw/price_091590_20260607_20260707.csv
065770,2026-07-07,1792.0,0.0861,0.2092,0.0222,1650.8,1574.45,13.4174,0.0856,3,price_momentum,unknown,data/raw/price_065770_20260607_20260707.csv
002780,2026-07-07,944.0,-0.1178,0.1995,0.0385,994.2,879.05,1.9443,0.1008,3,price_momentum,pykrx,data/raw/price_002780_20260309_20260707.csv
013520,2026-07-07,2590.0,-0.0263,0.036,0.0975,2614.0,2503.0,1.6382,0.0282,3,price_momentum,pykrx,data/raw/price_013520_20260309_20260707.csv
288980,2026-07-07,1012.0,0.0608,0.2048,0.012,963.4,890.45,1.4262,0.0711,2,price_momentum,unknown,data/raw/price_288980_20260607_20260707.csv
006730,2026-07-07,11110.0,0.0703,0.1513,0.0018,10442.0,10448.5,1.8727,0.0531,2,price_momentum,pykrx,data/raw/price_006730_20260309_20260707.csv
189330,2026-07-07,9710.0,-0.0329,0.1424,0.0801,9724.0,8847.0,0.7827,0.0794,2,price_momentum,unknown,data/raw/price_189330_20260607_20260707.csv
038530,2026-07-07,940.0,0.0892,0.1285,-0.0208,855.4,870.45,4.9367,0.0457,2,price_momentum,pykrx,data/raw/price_038530_20260309_20260707.csv
003490,2026-07-07,29150.0,0.0139,0.0581,0.173,28620.0,27910.0,1.09,0.0438,2,price_momentum,pykrx,data/raw/price_003490_20260309_20260707.csv
008930,2026-07-07,31650.0,0.0048,0.0498,0.0657,31370.0,29792.5,0.7538,0.0403,2,price_momentum,unknown,data/raw/price_008930_20260607_20260707.csv
020560,2026-07-07,7670.0,-0.0078,0.0435,0.123,7590.0,7423.5,0.544,0.042,2,price_momentum,pykrx,data/raw/price_020560_20260309_20260707.csv
216080,2026-07-07,5140.0,-0.0638,0.0352,0.0653,5460.0,4897.25,0.5869,0.0489,2,price_momentum,unknown,data/raw/price_216080_20260607_20260707.csv
419540,2026-07-07,3240.0,-0.0226,0.0237,0.2832,3250.0,3090.75,0.4112,0.0561,2,price_momentum,pykrx,data/raw/price_419540_20260309_20260707.csv
003070,2026-07-07,9690.0,-0.0112,0.0157,0.1074,9836.0,9482.5,0.4017,0.036,2,price_momentum,pykrx,data/raw/price_003070_20260309_20260707.csv
036630,2026-07-07,8200.0,0.2995,0.312,-0.3251,6624.0,7840.5,0.4763,0.0947,1,neutral,pykrx,data/raw/price_036630_20260309_20260707.csv
253450,2026-07-07,23100.0,0.0572,0.0845,-0.0274,21930.0,22718.0,1.0116,0.0387,1,neutral,pykrx,data/raw/price_253450_20260309_20260707.csv
004990,2026-07-07,24800.0,0.029,0.0806,-0.0516,24120.0,24957.5,0.5547,0.0281,1,neutral,pykrx,data/raw/price_004990_20260309_20260707.csv
018260,2026-07-07,205000.0,0.0605,0.0744,-0.1881,198520.0,209350.0,1.2141,0.0419,1,neutral,pykrx,data/raw/price_018260_20260309_20260707.csv
088790,2026-07-07,2500.0,0.0504,0.0571,-0.0234,2405.0,2416.0,0.6235,0.0363,1,neutral,pykrx,data/raw/price_088790_20260309_20260707.csv
007980,2026-07-07,1732.0,-0.0006,0.0206,-0.0012,1721.8,1737.65,0.9824,0.0213,1,neutral,pykrx,data/raw/price_007980_20260309_20260707.csv
276730,2026-07-07,19390.0,-0.0281,-0.0448,0.5512,20468.0,18108.0,0.2437,0.0785,1,neutral,pykrx,data/raw/price_276730_20260309_20260707.csv
263800,2026-07-07,4570.0,-0.0409,-0.0499,0.0339,4681.0,4524.0,0.6208,0.0346,1,neutral,unknown,data/raw/price_263800_20260607_20260707.csv
142760,2026-07-07,415.0,0.0197,-0.0568,-0.3906,409.4,537.8,1.511,0.0512,1,neutral,unknown,data/raw/price_142760_20260607_20260707.csv
101970,2026-07-07,10890.0,0.0074,-0.0985,0.2995,11224.0,10077.5,0.2848,0.0614,1,neutral,pykrx,data/raw/price_101970_20260309_20260707.csv
322780,2026-07-07,1853.0,-0.1691,-0.1155,-0.1926,2231.8,1979.0,0.8831,0.1649,1,neutral,pykrx,data/raw/price_322780_20260309_20260707.csv
001470,2026-07-07,347.0,0.0,0.0,0.0,347.0,347.0,0.0,0.0,0,neutral,pykrx,data/raw/price_001470_20260309_20260707.csv
019570,2026-07-07,296.0,0.0,0.0,-0.1084,296.0,300.7,0.0,0.0249,0,neutral,pykrx,data/raw/price_019570_20260309_20260707.csv
