stock_code,signal_date,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,breakout_score,signal_label,price_source,source_file
018700,2026-07-27,1750.0,0.1453,0.3369,0.9909,1427.0,1193.4,2.012,0.1017,5,strong_price_momentum,pykrx,data/raw/price_018700_20260329_20260727.csv
134790,2026-07-27,19700.0,0.0202,0.0223,0.2005,19436.0,19122.0,1.7208,0.0233,5,strong_price_momentum,pykrx,data/raw/price_134790_20260329_20260727.csv
008930,2026-07-27,35500.0,0.026,0.0923,0.3602,34140.0,32487.5,0.4565,0.0371,4,strong_price_momentum,pykrx,data/raw/price_008930_20260329_20260727.csv
005710,2026-07-27,10890.0,0.0,0.0542,0.0814,10798.0,10561.5,0.5324,0.0225,4,strong_price_momentum,pykrx,data/raw/price_005710_20260329_20260727.csv
354200,2026-07-27,2205.0,-0.147,0.5705,0.2196,2195.0,1797.1,2.4082,0.1451,3,price_momentum,pykrx,data/raw/price_354200_20260329_20260727.csv
176750,2026-07-27,7300.0,-0.0014,0.2989,0.1532,6326.0,6148.0,14.2176,0.0728,3,price_momentum,pykrx,data/raw/price_176750_20260329_20260727.csv
340570,2026-07-27,60300.0,0.071,0.1988,0.1824,55200.0,53600.0,2.6676,0.0444,3,price_momentum,pykrx,data/raw/price_340570_20260329_20260727.csv
131760,2026-07-27,1925.0,-0.1774,0.1875,0.0361,1858.0,1753.75,7.7238,0.0998,3,price_momentum,pykrx,data/raw/price_131760_20260329_20260727.csv
018260,2026-07-27,217500.0,0.0382,0.1706,0.1453,206500.0,198220.0,1.6148,0.0466,3,price_momentum,pykrx,data/raw/price_018260_20260329_20260727.csv
017670,2026-07-27,97900.0,-0.021,0.1558,0.0806,95320.0,88870.0,2.7596,0.0364,3,price_momentum,pykrx,data/raw/price_017670_20260329_20260727.csv
114450,2026-07-27,2205.0,0.0525,0.1319,0.2768,2053.8,1910.65,2.2732,0.0378,3,price_momentum,pykrx,data/raw/price_114450_20260329_20260727.csv
340810,2026-07-27,2570.0,0.0447,0.1223,0.1735,2494.0,2401.5,1.9265,0.0551,3,price_momentum,pykrx,data/raw/price_340810_20260329_20260727.csv
290270,2026-07-27,2770.0,0.0355,0.0613,0.0,2622.0,2640.25,0.5014,0.0244,3,price_momentum,unknown,data/raw/price_290270_20260627_20260727.csv
119850,2026-07-27,37400.0,-0.1744,0.0535,0.9571,39810.0,31167.5,1.5768,0.1054,3,price_momentum,pykrx,data/raw/price_119850_20260329_20260727.csv
069920,2026-07-27,1235.0,0.0232,0.0016,0.4228,1219.0,869.9,3.9626,0.1871,3,price_momentum,pykrx,data/raw/price_069920_20260329_20260727.csv
